,index,NewsId,Ticker,NewsTitle,NewsFullContent,PublicDate,len,word_len
0,358,3964,SSI,SSI sẽ tạm ứng cổ tức 10% bằng tiền mặt,Theo đó căn cứ kết quả hoạt động kinh doanh của Công ty Cổ phần Chứng khoán Sài Gòn 9 tháng đầu năm 2008 ngày 14 10 2008 Hội đồng Quản trị SSI đã thông qua nghị quyết về việc tạm ứng cổ tức năm 2008 bằng tiền mặt với tỷ lệ 10  mệnh giá Ngày chốt danh sách cổ đông được nhận cổ tức và thời gian chi trả tạm ứng cổ tức được giao cho Chủ tịch Hội đồng Quản trị SSI quyết định  Trước đó SSI đã công bố tổng doanh thu từ hoạt động kinh doanh chứng khoán và lãi đầu tư của công ty trong quý 3 2008 đạt hơn 417 237 tỷ đồng  Lũy kế 9 tháng đầu năm đạt hơn 1 053 47 tỷ đồng  Lợi nhuận trước thuế quý 3 đạt hơn 281 775 tỷ đồng lũy kế 9 tháng đạt 259 654 tỷ đồng ,2008-10-20 00:00:00,652,5
1,4639,19833,PNJ,"Ngày 23/3, Hose đón tân binh PNJ",Kế hoạch này đã được đại diện PNJ bà Cao Thị Ngọc Dung Chủ tịch Hội đồng Quản trị công ty công bố tại lễ giới thiệu Cơ hội đầu tư vào PNJ tại Tp HCM vào chiều ngày 2 3 2009  Trong năm 2009 PNJ dự kiến sẽ không huy động thêm vốn từ thị trường tài chính nên thời điểm niêm yết hiện nay cũng không phải là trở ngại đối với công ty chắc chắn cổ phiếu PNJ sẽ luôn ổn định và tăng trưởng tốt sau khi niêm yết bà Dung nói Trong năm 2008 doanh thu thuần của công ty đạt 4 080 36 tỷ đồng tăng 71 5  so với cùng kỳ  lợi nhuận trước thuế là 167 68 tỷ đồng tăng 28 4  so với cùng kỳ  cổ tức hàng năm đều duy trì mức cổ tức từ 18  trở lên Năm 2009 nhưng PNJ xây dựng kế hoạch kinh doanh với doanh số và lợi nhuận tăng khoảng 20   Cụ thể doanh số ước đạt 4 500 tỷ đồng và lợi nhuận đạt 185 tỷ đồng Cho đến thời điểm này giá dự kiến cho ngày niêm yết đầu tiên của PNJ vẫn chưa được xác định  Tuy nhiên theo tính toán của Công ty Chứng khoán Đông Á mức giá này sẽ dao động trong khoảng từ 40 000 50 000 đồng cổ phiếu Được biết PNJ được thành lập năm 1988 tiền thân của là Cửa hàng Kinh doanh Vàng bạc Đá quý Phú Nhuận  Ngành nghề kinh doanh của công ty gồm  dịch vụ kiểm định kim cương và đá quý  sản xuất kinh doanh trang sức thành phẩm bằng vàng bạc đá quý vàng miếng thành phẩm   cho thuê bất động sản PNJ chính thức chuyển sang hình thức công ty cổ phần vào năm 2004 với tên gọi Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận Từ số vốn điều lệ ban đầu 40 tỷ đồng hiện nay PNJ đã có vốn điều lệ là 300 tỷ đồng với hoạt động đa dạng trong nhiều lĩnh vực như trang sức năng lượng địa ốc thực phẩm PNJ hiện đang nắm giữ phần vốn chi phối tại nhiều công ty con như Công ty Cổ phần Năng lượng Đại Việt Công ty Cổ phần Hải sản S G Công ty PNJ cũng đã sáng lập Ngân hàng Thương mại Cổ phần Đông Á  tham gia góp vốn vào Công ty Địa ốc Đông Á Công ty Cổ phần Địa ốc Kinh Đô Công ty Cổ phần Quê Hương Công ty Cổ phần Sài Gòn M&C Công ty Cổ phần Nhiên liệu Sài Gòn  SFC  ,2009-03-03 11:29:00,1942,6
2,8757,23896,VCB,VCB “vỗ về” cổ đông nhỏ ,Đại hội cổ đông  ĐHCĐ  Ngân hàng TMCP Ngoại thương Việt Nam  VCB  hôm 28 4 đã thông qua phương án phát hành thêm 9 28  cổ phiếu phổ thông  tương đương 1 122 tỷ đồng  để tăng vốn điều lệ    Đây là việc làm bình thường ở một DN cổ phần song với VCB lại khác  Đằng sau quyết định này là mong muốn được bù đắp phần nào thiệt thòi cho NĐT trúng giá cổ phần VCB ở mức giá cao  Tuy nhiên đây là phương án phát hành chưa có tiền lệ   Hiện VCB có vốn điều lệ 12 100 tỷ đồng trong đó Nhà nước  Tổng công ty Đầu tư và Kinh doanh vốn nhà nước SCIC  sở hữu 90 72  các cổ đông khác sở hữu 9 28     Trong tờ trình ĐHCĐ 2009 về nhu cầu tăng vốn điều lệ HĐQT VCB giải thích so với phương án cổ phần hóa được duyệt vốn điều lệ của VCB mới chỉ đạt 81   Vốn điều lệ thấp làm giảm hệ số an toàn vốn tối thiểu do tổng tích sản vẫn tăng  năm 2008 hệ số CAR đạt 8 9  thấp hơn mức 11 2  năm 2007     Mặt khác theo quy định về các tỷ lệ an toàn bắt buộc do Ngân hàng Nhà nước  NHNN  quy định tổng góp vốn đầu tư vào DN khác  kể cả công ty con  của các tổ chức tín dụng không được quá 40  vốn điều lệ và các quỹ dự trữ    So với quy định này hạn mức đầu tư của VCB chỉ còn khoảng chưa đến 1 000 tỷ đồng  Do vậy Ngân hàng cần tăng vốn điều lệ để đảm bảo hệ số an toàn vốn tối thiểu tạo điều kiện tăng tổng tích sản mở rộng hoạt động  Trong khi chưa tìm được đối tác chiến lược phương án phát hành thêm cho cổ đông hiện hữu là phù hợp hơn cả   VCB đang hoạt động theo mô hình ngân hàng cổ phần chịu chi phối bởi Luật Các tổ chức tín dụng và Luật Doanh nghiệp  Theo đó ĐHCĐ của một DN là cơ quan cao nhất trong việc quyết định phương án tăng vốn của DN  Với VCB số cổ phần phát hành thêm dự kiến là 9 28  vốn điều lệ bằng đúng tỷ lệ sở hữu của các cổ đông khác  không kể SCIC     Đưa ra tỷ lệ phát hành thêm tròn trịa như trên theo lời một lãnh đạo của VCB họ mong muốn trong đợt tăng vốn này SCIC sẽ không tham gia quyền mua dành cho cổ đông khác với tỷ lệ 1 1 giá bán tối ưu nhất là 10 000 đồng CP  Với phương án này Nhà nước không thiệt bởi đây là cổ phần phát hành thêm    Bên cạnh đó trong đợt IPO trước đây Nhà nước đã thu hơn 10 000 tỷ đồng thặng dư  Bên cạnh phát hành thêm VCB còn mong muốn Nhà nước dành một tỷ lệ nhỏ trong số tiền thặng dư trên để thực hiện chia cổ phiếu thưởng cho cổ đông hiện hữu với tỷ lệ 1 1 vị lãnh đạo này chia sẻ   Như vậy ngoài mục đích nâng cao năng lực tài chính một mũi tên nữa được VCB nhắm đến khi thực hiện tăng vốn là san sẻ bớt thiệt thòi cho cổ đông hiện hữu  Ngày 26 12 2007 VCB đã tiến hành IPO 97 5 triệu cổ phần với giá đấu thành công bình quân 107 572 đồng CP    Sau IPO VCB đã bán cổ phiếu cho cán bộ nhân viên với giá ưu đãi bằng 60  giá đấu bình quân  Hiện nay giá cổ phiếu VCB giao dịch trên thị trường OTC dao động trong khoảng 30 000 đồng CP NĐT tham gia đấu giá cổ phần lỗ nặng cổ phiếu ưu đãi dành cho cán bộ nhân viên VCB trở thành ngược đãi     Nếu như cổ đông hiện hữu được mua cổ phần với phương án như trên giá cổ phiếu VCB được kéo xuống mức thấp hơn  gần 60 000 đồng CP   Cũng chính vì mắc mớ như vậy nên ĐHCĐ VCB chỉ thông qua chủ trương tăng vốn và ủy quyền cho HĐQT quyết định phương án trên cơ sở ý kiến chấp thuận của các cơ quan chức năng     Chưa có tiền lệ  Phương án tăng vốn bằng cách phát hành thêm cổ phiếu cho cổ đông hiện hữu như trên đã được đề cập từ trước song khả năng được cơ quan chức năng chấp thuận chưa đi đến đâu     Bởi thiệt thòi của nhiều NĐT khi tham gia mua cổ phần của VCB là có nhưng nếu cho phép VCB thì sẽ tính sao với DN khác? Trao đổi với ĐTCK về quan điểm của SCIC trong vấn đề này Tổng giám đốc SCIC Trần Văn Tá cho biết Tổng công ty chưa có ý kiến gì  Ông Tá nói thêm  Vì phương án tăng vốn như vậy chưa có tiền lệ nên VCB sẽ phải xin ý kiến NHNN và Chính phủ    Một vấn đề nữa liên quan đến phương án tăng vốn sẽ được cơ quan chức năng cân nhắc  Theo dự kiến của VCB vốn điều lệ phát hành thêm được sử dụng để mở rộng kinh doanh đầu tư vốn cho các công ty con công ty liên doanh liên kết và góp vốn vào một số DN khác trong năm 2009    Tính đến ngày 31 12 2008 VCB đã tham gia góp vốn vào 30 đơn vị  không bao gồm công ty con 100  vốn  với tổng số vốn góp đạt 3 061 tỷ đồng chiếm 25 3  tổng vốn điều lệ của VCB  Phần lớn vốn đầu tư và liên doanh của VCB tập trung vào khối NHTM chiếm 63 22  tổng vốn đầu tư  Nếu cơ chế sắp tới  Luật Các tổ chức tín dụng sửa đổi  không cho phép ngân hàng mua cổ phần của các ngân hàng khác khi đó mục tiêu tăng vốn của VCB không phù hợp liệu phương án tăng vốn có được chấp thuận?  Bên lề ĐHCĐ 2009 của VCB đại diện một tổ chức đầu tư chia sẻ  Đầu tư cổ phiếu VCB chúng tôi mệt mỏi quá   Hàm ý của vị đại diện này ở chỗ là cổ đông của Ngân hàng nhưng họ khó có thể tham gia quyết định vấn đề gì ngay chuyện tăng vốn cũng phải chờ cơ quan chức năng phê duyệt    Năm 2009 VCB sẽ niêm yết cổ phiếu việc chọn mức giá chào sàn bao nhiêu phụ thuộc rất lớn vào việc phương án phát hành thêm cổ phiếu cho cổ đông với mức giá và tỷ lệ nào? Cổ đông rất muốn biết sớm ,2009-05-07 18:48:00,4965,6
3,10448,25591,FPT,Sắp khởi công Đại học FPT,Theo đó tháng 7 2009 Đại học FPT sẽ chính thức được khởi công và dự kiến cuối năm 2010 một số công trình cơ bản bao gồm khu giảng đường khu ký túc xá và khối dịch vụ sẽ được hoàn thành và đi vào hoạt động Theo thiết kế Đại học FPT sẽ có tổng diện tích 30ha tại Khu công nghệ cao Hòa Lạc với tổng vốn đầu tư là 2 696 tỷ đồng được chia làm hai giai đoạn  Trong đó giai đoạn 1 bắt đầu được triển khai từ năm 2009 đến năm 2011 sẽ xây dựng trên 94 000 m2 sàn với tổng mức đầu tư 814 tỷ đồng phục vụ cho 3000 sinh viên theo học  Giai đoạn 2 từ năm 2012 đến năm 2015 tiếp tục xây dựng trên 213 000 m2 sàn với tổng mức đầu tư 1 882 tỷ đồng đáp ứng cho 7 000 sinh viên  Theo thiết kế tổng thể Đại học FPT sẽ có 7 khu công trình lớn gồm  giảng đường và khu nghiên cứu  ký túc xá cho sinh viên  nhà ở cho chuyên gia và giảng viên  khu hành chính hiệu bộ  khu giáo dục thể chất  phòng thí nghiệm và các công trình khác  công viên và cây xanh  Hội đồng Quản trị Công ty FPT hiện đã giao nhiệm vụ chủ đầu tư thực hiện triển khai dự án cho Công ty Bất động sản FPT  FPT Land  đơn vị tư vấn lập quy hoạch và thiết kế công trình là Công ty Nihon Sekkei  Nhật Bản  với mục tiêu xây dựng một trường đại học có cơ sở vật chất hiện đại bậc nhất Việt Nam đạt tiêu chuẩn quốc tế ,2009-06-02 14:29:00,1256,6
4,10879,26019,SSI,SSI đứng đầu thị phần môi giới cổ phiếu ,Trong khi chỉ có 5 công ty nắm tới trên 30 nghìn tài khoản là VCBS  CTCP CK Ngoại thương Việt Nam  SSI  CTCP CK Sài Gòn  BVSC  CTCP CK Bảo Việt  ACBS  CTCK ngân hàng Á Châu  và BSC  CTCK ngân hàng đầu tư và phát triển Việt Nam  thì có tới 30 công ty có lượng tài khoản chưa đến 1 nghìn cá biệt có một số CTCK dưới 100 tài khoản như VTS  67 tài khoản  MNSC  73 tài khoản  SSJ  97 tài khoản    Sự khác biệt tiếp tục thể hiện rõ về thị phần tính theo khối lượng mua – bán và doanh số giao dịch  Theo thống kế của Hose có 10 CTCK lớn nhất nắm gần 50  thị phần môi giới cổ phiếu trong nước trong đó dẫn đầu là CTCK Sài Gòn  SSI  với 8 53   Vị trí thứ hai là VCBS với 6 11    Đối với mảng môi giới cổ phiếu cho nhà đầu tư nước ngoài 10 công ty lớn nhất nằm trên 87 thị phần trong đó SSI đứng số 1 với 36 91  thị phần gấp đôi thị phần của công ty đứng thứ hai là BVSC với 18 64  thị phần   Trong mảng môi giới chứng chỉ quỹ SSI tiếp tục đứng đầu khi nắm 10 42  thị phần môi giới trong nước và 48 03  thị phần môi giới nước ngoài  Mảng môi giới trái phiếu VCBS đứng đầu khi nắm 27 93  thị phần môi giới trong nước và 65 78  thị phần môi giới nước ngoài   Thanh Huyền,2009-06-09 17:13:00,1158,6
5,12222,27340,FPT,ĐHCĐ bất thường của FPT không thể tổ chức,Từ 8h30 sáng tại phòng Văn Miếu KS Horison các đại biểu đã làm thủ tục đăng ký  Tuy nhiên đến 9h sáng Ban tổ chức Đại hội cỏ đông bất thường vẫn thông báo xin lùi thời gian khai mạc xuống vì chưa đủ số cổ phần hợp lệ để bắt đầu Đại hội cổ đông bất thường FPT    Theo quan sát cuả phóng viên Chungta vn căn phòng có sức chứa 650 người vẫn còn rất nhiều ghế trống  Trong lúc chờ đợi một số đại biểu đã tranh thủ đọc tài liệu và ghi chép những vấn đề cần hỏi   Sau 45 phút chờ đợi kể từ thông báo của BTC Đại hội cổ đông bất thường FPT 2009 chính thức được khai mạc bằng lời mở đầu của Phó Chủ tịch HĐQT FPT Bùi Quang Ngọc   Theo ông Ngọc BC ghi nhận được 220 đại biểu đại diện cho 86 748 598 CP tương ứng với 61 55  cổ phần biểu quyết   Với số phiếu này theo Luật định chưa đủ điều kiện để Đại hội cổ đông bất thường tổ chức  Để tổ chức được Đại hội cổ đông cần phải có đủ 65  cổ phần có quyền biểu quyết   Ông Ngọc cũng thông báo Đại hội cổ đông bất thường lần 2 sẽ được tổ chức vào 8g30 sáng ngày 18 07 cũng chính tại phòng Văn Miếu KS Horison   HiềnNV,2009-07-04 12:08:00,1052,7
6,14205,29285,SSI,SSI đăng ký bán hơn 3 triệu cổ phiếu quỹ,Theo quyết định của Chủ tịch Hội đồng Quản trị SSI công ty sẽ đăng ký bán 3 011 270 cổ phiếu quỹ hiện có theo phương thức giao dịch khớp lệnh hoặc thỏa thuận tại Sở Giao dịch Chứng khoán Tp  HCM  Thời gian giao dịch dự kiến là 3 tháng kể từ ngày 12 8 2009     Kết thúc phiên giao dịch ngày 4 8 giá cổ phiếu SSI ở mức 68 500 đồng  Giá trị vốn hóa thị trường tính theo số cổ phiếu đang lưu hành đạt 10 298 tỷ đồng     Được biết trong quý 2 doanh thu từ hoạt động kinh doanh chứng khoán và lãi đầu tư của SSI đạt gần 199 tỷ đồng  lũy kế 6 tháng đạt 303 84 tỷ đồng  Lợi nhuận sau thuế quý 2 đạt 204 97 tỷ đồng  lũy kế đạt 235 25 tỷ đồng   Tính đến ngày 30 6 2009 tổng tài sản của SSI đạt hơn 6 562 9 tỷ đồng  vốn chủ sở hữu đạt hơn 4 245 tỷ đồng trong đó các quỹ và lợi nhuận chưa phân phối là 835 77 tỷ đồng ,2009-08-05 08:05:00,805,6
7,14990,30062,FPT,FPT và bài toán trái phiếu,"Sau khi lỡ hẹn lần đầu vào ngày 4 7 ĐHCĐ bất thường CTCP FPT lần thứ 2 đã diễn vào ngày 23 7 và thông qua một số nội dung  CPH 2 công ty con chi trả cổ tức năm 2009 bằng tiền mặt phát hành trái phiếu sửa đổi điều lệ công ty  Trong đó việc phát hành trái phiếu ghi sổ kèm theo chứng quyền thu hút sự quan tâm đặc biệt từ các NĐT tổ chức   Phương án hấp dẫn   Theo phương án đã được thông qua trong quý III FPT sẽ phát hành không quá 18 triệu trái phiếu  TP  với mệnh giá 100 000 đồng tp kỳ hạn 3 năm lãi suất 5 7  năm  Cứ mỗi 1 triệu TP sẽ kèm không quá 150 000 chứng quyền mỗi chứng quyền sẽ được quyền mua 10 cổ phiếu FPT    Một cách dễ hiểu mua 10 TP sẽ được mua 15 cổ phiếu với giá được xác định ở mức tối thiểu 105  bình quân giá đóng cửa 7 ngày giao dịch liên tiếp của cổ phiếu FPT trước ngày chào bán trái phiếu  Giả sử mức giá trung bình là 10 0 thì mức giá được mua tối thiểu sẽ là 10 5  Phương án phát hành TP của FPT do ngân hàng ANZ tư vấn sẽ có những ưu điểm như lãi suất thấp không xảy ra hiệu ứng pha loãng EPS có thể duy trì xu hướng tăng nếu DN sử dụng nguồn tiền huy động hiệu quả      Nếu đến ngày đáo hạn TP thị giá của FPT tăng gấp 2 3 lần những NĐT mua TP sẽ lời to  Ngoài ra các NĐT cũng có thể thu được lợi nhuận từ việc mua đi bán lại chứng quyền đi kèm TP    Phát hành 18 triệu TP số tiền FPT thu về tối thiểu 1 800 tỷ đồng góp gần 1 3 lần vốn điều lệ của FPT hiện tại  NĐT sở hữu TP FPT sẽ có tổng cộng 2 7 triệu chứng quyền tương ứng với quyền mua 27 triệu CP FPT  Sau 3 năm vốn điều lệ của FPT có thể được tăng thêm 270 tỷ đồng  Trong phương án phát hành HĐQT đã 'chèn"" thêm tỷ lệ pha loãng 15     Những điểm băn khoăn   Khá nhiều quỹ đầu tư sẵn sàng tham gia đấu thầu TP của FPT  Điều đó cho thấy kỳ vọng vào DN tiếp tục được duy trì đồng thời giờ cổ phiếu FPT vẫn còn rất nhiều cơ hội gia tăng  Tuy nhiên phương thức phát hành của FPT là phát hành riêng lẻ đồng thời số lượng đặt mua tối thiểu phải là 1 triệu TP    Như vậy muốn tham gia bỏ giá còn phải có tối thiểu 100 tỷ đồng  Đây rõ ràng không phải là cuộc chơi của NĐT cá nhân    Theo nguồn tin riêng của ĐTTC một tổ chức hiện đang là cổ đông của FPT đã thắc mắc về việc tại sao không phát hành TP cho các cổ đông hiện hữu  Theo đó nếu bán TP với khối lượng lớn  NĐT cá nhân không mua vẫn có thể bán lại chứng quyền cho các tổ chức    Cũng có những ý kiến cho rằng việc phát hành riêng lẻ sẽ tạo điều kiện để một số tổ chức cá nhân ""tiện đường"" thâm nhập và gia tăng sở hữu tới FPT  Vì như đã biết việc sở hữu 3 5  vốn điều lệ đã chứng tỏ vị thế rất lớn cùng nhiều tiềm năng tăng trưởng trong tương lai của FPT  Khả năng thành công đợt phát hành TP này của FPT không thể nghi ngờ vì nó là sản phẩm của một NH nước ngoài đồng thời ban lãnh đạo FPT cũng cho thấy năng lực có thể phát huy đồng vốn huy động một cách hiệu quả  Nhưng dường như các NĐT vẫn đang tiếp tục nghe ngóng và chờ đợi những phương án kế hoạch kinh doanh cụ thể hơn nữa từ phía FPT ",2009-08-14 11:03:00,2935,6
8,19731,34692,FPT,FPT phát hành 1.800 tỷ đồng trái phiếu kèm chứng quyền,Trái phiếu có lãi suất 7  năm kỳ hạn 3 năm được chính thức phát hành vào ngày 09 10 2009  Tiền lãi trái phiếu được thanh toán định kỳ hành năm vào đúng ngày phát hành và tiền gốc được thanh toán 1 lần vào ngày đáo hạn   Ngoài ra do đây là loại trái phiếu có kèm chứng quyền nên theo quy định của FPT trái chủ sở hữu 1 giá trái phiếu sẽ được kèm theo 1 158 chứng quyền  Trong thời hạn hiệu lực của quyền đặt mua cổ phần theo chứng quyền mỗi chứng quyền sẽ được mua 10 cổ phần FPT với giá 92 025 đồng cp    Việc mua cổ phần theo chứng quyền sẽ được thực hiện trong vòng 10 ngày tính từ các ngày 09 10 2010 09 10 2011 và 09 10 2012  Ngoài ra giá cổ phiếu sau khi thực hiện quyền mua chứng quyền sẽ bị pha loãng không quá 15  vốn điều lệ tại ngày phát hành    Được biết FPT thực hiện phát hành trái phiếu đợt này dành cho tất cả các nhà đầu tư trong và ngoài nước với mục đích bổ sung vốn cho hoạt động sản xuất kinh doanh và tài trợ cho việc đầu tư dự án phát triển hạ tầng của một số công ty con của FPT  ,2009-10-14 06:28:00,1003,5
9,32169,46941,PNJ,PNJ đạt 1.600 tỷ đồng doanh thu trong 2 tháng đầu năm    ,Đây là thông tin được PNJ công bố ngày 5 3 2010 trong lễ trao danh hiệu Hàng Việt Nam chất lượng cao năm 2010   Theo đó PNJ tiếp tục được người tiêu dung bình chọn là thương hiệu trang sức dẫn đầu Việt Nam  Trong lễ công bố danh sách Top 204 sản phẩm đạt danh hiệu Sản phẩm Việt Nam tốt nhất trang sức PNJ cùng với thương hiệu vàng miếng Phượng hoàng PNJ – DongA Bank đều có mặt trong bảng xếp hạng này   PNJ cho biết trong 2 tháng đầu năm 2010 doanh thu chưa hợp nhất của công ty là 1 600 tỷ đồng đạt 20  kế hoạch của năm và ước lợi nhuận trước thuế chưa hợp nhất là 54 tỷ đồng đạt 22  kế hoạch năm     Năm 2009 tổng doanh thu là 10 240 tỷ đồng và lợi nhuận sau thuế là 219 56 tỷ đồng  Như vậy tăng trưởng doanh thu năm qua là 143 57  và tăng trưởng lợi nhuận sau thuế là 66 51     Các nhân tố giúp PNJ có được tăng trưởng vượt bậc trong năm qua được nhận định gồm có  Giá vàng  theo VNĐ  tăng 51 12  trong năm 2009  Doanh thu từ trang sức bạc tăng khoảng 25  và lợi nhuận tăng xấp xỉ 2 lần  Ngoài ra doanh thu từ xuất khẩu vàng và vàng miếng mới là nhân tố chính giúp PNJ có được doanh thu đột biến trong năm 2009 Mới đây PNJ đã chính thức gửi bản đăng ký chào mua công khai 2 100 000 cổ phiếu SFC của CTCP Nhiên liệu Sài Gòn vào ngày 26 02 2010      Theo đó SFC là công ty liên kết của PNJ khi công ty này nắm giữ 1 850 589 cổ phiếu SFC chiếm 23  vốn điều lệ SFC tính đến ngày 26 02 2010   PNJ dự kiến chào mua 2 100 000 cổ phiếu SFC tương đương 26  vốn điều lệ SFC với giá chào mua đề nghị 48 000 đồng cp để tăng tỷ lệ nắm giữ phát triển mở rộng hệ thống phân phối xăng dầu gas rộng khắp các khu vực TP HCM và các vùng lân cận tham gia vào lĩnh vực kinh doanh bất động sản với những dự án mang lại hiệu quả cho công ty   Thời điểm chào mua công khai là ngày 08 03 2010 và thời hạn dự kiến hoàn tất việc chào mua là 15 04 2010    Trần Dũng,2010-03-13 15:24:00,1842,6
